,0
4167,threat
4168,threaten
4169,three
4170,threesom
4171,threw
4172,throat
4173,throb
4174,throb pussi
4175,throw
4176,throw pussi
4177,throw trash
4178,thru
4179,tht
4180,thug
4181,thursday
4182,ticket
4183,tie
4184,tiger
4185,tight
4186,til
4187,till
4188,till I
4189,tim
4190,time
4191,time I
4192,time bitch
4193,time hoe
4194,timelin
4195,tini
4196,tip
4197,tire
4198,tire bitch
4199,tit
4200,titl
4201,titti
4202,tl
4203,today
4204,today I
4205,today bitch
4206,toe
4207,togeth
4208,told
4209,told I
4210,told bitch
4211,tom
4212,tomorrow
4213,tone
4214,tongu
4215,toni
4216,tonight
4217,tonit
4218,took
4219,top
4220,top class
4221,top class orient
4222,top rate
4223,top rate spa
4224,topic
4225,toss
4226,total
4227,total bitch
4228,touch
4229,tough
4230,tour
4231,toward
4232,town
4233,toy
4234,track
4235,trade
4236,trailer
4237,trailer trash
4238,train
4239,traitor
4240,tranni
4241,trap
4242,trash
4243,trash I
4244,trash anoth
4245,trash anoth man
4246,trash ass
4247,trash bag
4248,trash like
4249,trash lol
4250,trash talk
4251,trash thi
4252,trash though
4253,trashi
4254,travel
4255,treasur
4256,treat
4257,treat bitch
4258,treat like
4259,tree
4260,trend
4261,tri
4262,tri fuck
4263,tri get
4264,tri hard
4265,tri make
4266,tri say
4267,tri take
4268,trick
4269,trip
4270,tripl
4271,trippin
4272,troll
4273,troubl
4274,truck
4275,true
4276,truli
4277,trust
4278,trust bitch
4279,trust hoe
4280,truth
4281,tryin
4282,tryn
4283,tryna
4284,tryna fuck
4285,tryna get
4286,trynna
4287,tube
4288,tupac
4289,turd
4290,turn
4291,turn bitch
4292,turn hoe
4293,turn hoe housewif
4294,turnt
4295,turnup
4296,turtl
4297,tv
4298,twat
4299,tweakin
4300,tweakin hoe
4301,tweet
4302,tweet I
4303,tweet bitch
4304,tweet like
4305,tweet wa
4306,tweetin
4307,twerk
4308,twice
4309,twin
4310,twinki
4311,twist
4312,twitpic
4313,twitter
4314,twitter bitch
4315,twitter hoe
4316,twitter like
4317,twitter nigga
4318,two
4319,two bird
4320,tx
4321,tyga
4322,tyler
4323,type
4324,type bad
4325,type bad bitch
4326,type bitch
4327,typic
4328,u
4329,u I
4330,u aint
4331,u better
4332,u bitch
4333,u bring
4334,u call
4335,u dont
4336,u feel
4337,u fuck
4338,u get
4339,u go
4340,u gone
4341,u got
4342,u gotta
4343,u hoe
4344,u know
4345,u look
4346,u might
4347,u need
4348,u pay
4349,u pussi
4350,u rememb
4351,u say
4352,u see
4353,u still
4354,u stupid
4355,u talk
4356,u think
4357,u u
4358,u wanna
4359,u want
4360,ugh
4361,ugh I
4362,ugli
4363,ugli ass
4364,ugli bitch
4365,ugli hoe
4366,ugliest
4367,uh
4368,ultim
4369,um
4370,un
4371,uncl
4372,uncl tom
4373,understand
4374,understand whi
4375,understood
4376,unfollow
4377,ungrat
4378,uniform
4379,unit
4380,univers
4381,unless
4382,unlik
4383,updat
4384,upload
4385,upon
4386,upper
4387,upset
4388,ur
4389,ur bitch
4390,ur hoe
4391,ur pussi
4392,us
4393,us bitch
4394,use
4395,use word
4396,usual
4397,v
4398,vagina
4399,valentin
4400,valentin day
4401,valu
4402,van
4403,vega
4404,veri
4405,vers
4406,version
4407,vet
4408,via
4409,vibe
4410,vice
4411,video
4412,video game
4413,view
4414,vine
4415,virgin
4416,virginia
4417,visit
4418,voic
4419,vote
4420,vs
4421,w
4422,w bitch
4423,wa
4424,wa bitch
4425,wa get
4426,wa go
4427,wa gonna
4428,wa good
4429,wa hoe
4430,wa like
4431,wa one
4432,wa pussi
4433,wa talk
4434,wa trash
4435,wa tri
4436,wack
4437,wage
4438,wait
4439,wait I
4440,wait bitch
4441,wait till
4442,waka
4443,wake
4444,walk
4445,walk around
4446,walk dead
4447,wall
4448,walmart
4449,wan
4450,wana
4451,wanna
4452,wanna eat
4453,wanna fuck
4454,wanna get
4455,wanna go
4456,wanna see
4457,wanna talk
4458,want
4459,want I
4460,want bitch
4461,want fuck
4462,want get
4463,want go
4464,want hoe
4465,want nigga
4466,want pussi
4467,want see
4468,want thi
4469,war
4470,warm
4471,warm fuzzi
4472,warn
4473,wash
4474,washington
4475,wasnt
4476,wasp
4477,wassup
4478,wast
4479,wast time
4480,wat
4481,watch
4482,watch bitch
4483,watch hoe
4484,water
4485,watermelon
4486,wave
4487,way
4488,way I
4489,way fuck
4490,way get
4491,wayn
4492,wcvb
4493,wcw
4494,weak
4495,weak bitch
4496,weapon
4497,wear
4498,wear beani
4499,wearin
4500,weather
4501,weav
4502,wed
4503,wee
4504,weed
4505,weed browni
4506,week
4507,week ago
4508,weekend
4509,weight
4510,weird
4511,welcom
4512,well
4513,well I
4514,well bitch
4515,wen
4516,went
4517,west
4518,wet
4519,wet pussi
4520,wetback
4521,whatev
4522,wheel
4523,whenev
4524,whi
4525,whi I
4526,whi bitch
4527,whi doe
4528,whi fuck
4529,whi give
4530,whi give bitch
4531,whi hoe
4532,whi nigga
4533,whi peopl
4534,whi tf
4535,whi thi
4536,whi u
4537,whi would
4538,whi would I
4539,whine
4540,whini
4541,whini bitch
4542,whip
4543,whisper
4544,white
4545,white bitch
4546,white boy
4547,white folk
4548,white girl
4549,white hoe
4550,white man
4551,white peopl
4552,white trash
4553,whitey
4554,whoa
4555,whoever
4556,whole
4557,whole team
4558,whoop
4559,whore
4560,whose
4561,wid
4562,wide
4563,wife
4564,wife bitch
4565,wife hoe
4566,wifey
4567,wifi
4568,wig
4569,wigga
4570,wigger
4571,wild
4572,william
4573,wilson
4574,win
4575,wind
4576,window
4577,wine
4578,wing
4579,winter
4580,wipe
4581,wise
4582,wish
4583,wish I
4584,wish I could
4585,wish bitch
4586,wish bitch would
4587,wish wa
4588,wit
4589,wit bitch
4590,wit da
4591,wit hoe
4592,wit yo
4593,without
4594,wiz
4595,woke
4596,woman
4597,women
4598,wonder
4599,wonder whi
4600,wont
4601,wood
4602,woof
4603,woof woof
4604,wop
4605,word
4606,wore
4607,work
4608,work I
4609,work bitch
4610,workout
4611,world
4612,world bitch
4613,world seri
4614,worm
4615,worri
4616,worri bout
4617,worri bout bitch
4618,wors
4619,worst
4620,worth
4621,worthless
4622,would
4623,would I
4624,would call
4625,would get
4626,would like
4627,would love
4628,would never
4629,would rather
4630,woulda
4631,wouldnt
4632,wow
4633,wrap
4634,wreck
4635,write
4636,written
4637,wrong
4638,wrong bitch
4639,wrong wit
4640,wrote
4641,wtf
4642,wtf I
4643,wtf bitch
4644,wu
4645,wut
4646,x
4647,xbox
4648,xxx
4649,ya
4650,ya bitch
4651,ya girl
4652,ya hoe
4653,ya know
4654,ya pussi
4655,yah
4656,yal
4657,yall
4658,yall bitch
4659,yall hoe
4660,yall nigga
4661,yank
4662,yanke
4663,yanke fan
4664,yanke game
4665,yanke stadium
4666,yanke win
4667,yard
4668,yardi
4669,yasss
4670,yay
4671,ye
4672,ye I
4673,ye bitch
4674,yea
4675,yea I
4676,yea bitch
4677,yeah
4678,yeah I
4679,yeah bitch
4680,yeah fuck
4681,yeah hoe
4682,yeah right
4683,year
4684,year I
4685,year ago
4686,year old
4687,yell
4688,yellow
4689,yellow starburst
4690,yep
4691,yesterday
4692,yet
4693,yo
4694,yo ass
4695,yo bitch
4696,yo bitch I
4697,yo bitch ass
4698,yo girl
4699,yo hoe
4700,yo nigga
4701,yo pussi
4702,yokel
4703,york
4704,york yanke
4705,young
4706,young bitch
4707,yr
4708,yr old
4709,yu
4710,yung
4711,yup
4712,zebra
4713,zero
4714,zimmerman
4715,zone
4716,CC
4719,CC DT
4720,CC DT IN
4721,CC DT JJ
4722,CC DT NN
4723,CC DT NNP
4724,CC DT NNS
4725,CC DT PRP
4728,CC DT VBP
4730,CC EX
4731,CC IN
4732,CC IN DT
4733,CC IN JJ
4734,CC IN NN
4735,CC IN NNP
4737,CC IN PRP
4739,CC JJ
4740,CC JJ IN
4741,CC JJ JJ
4742,CC JJ NN
4743,CC JJ NNP
4744,CC JJ NNS
4745,CC JJ PRP
4746,CC JJ RB
4747,CC JJ VBP
4748,CC JJ VBZ
4749,CC JJR
4750,CC MD
4751,CC MD VB
4752,CC NN
4753,CC NN CC
4754,CC NN DT
4755,CC NN IN
4756,CC NN JJ
4757,CC NN MD
4758,CC NN NN
4759,CC NN NNP
4760,CC NN NNS
4761,CC NN PRP
4762,CC NN RB
4763,CC NN TO
4764,CC NN VB
4765,CC NN VBD
4766,CC NN VBP
4767,CC NN VBZ
4768,CC NNP
4770,CC NNP IN
4771,CC NNP NN
4772,CC NNP NNP
4773,CC NNP NNS
4774,CC NNP PRP
4775,CC NNP RB
4777,CC NNP VBP
4778,CC NNP VBZ
4779,CC NNS
4780,CC NNS CC
4781,CC NNS IN
4782,CC NNS NN
4783,CC NNS NNP
4784,CC NNS NNS
4785,CC NNS PRP
4787,CC NNS VBP
4788,CC PDT
4789,CC PDT DT
4790,CC PRP
4791,CC PRP DT
4792,CC PRP IN
4793,CC PRP JJ
4794,CC PRP MD
4795,CC PRP NN
4796,CC PRP NNP
4797,CC PRP NNS
4798,CC PRP PRP
4799,CC PRP RB
4800,CC PRP VB
4801,CC PRP VBD
4802,CC PRP VBG
4803,CC PRP VBP
4804,CC PRP VBZ
4805,CC RB
4806,CC RB DT
4808,CC RB JJ
4809,CC RB NN
4810,CC RB NNP
4811,CC RB NNS
4812,CC RB PRP
4813,CC RB RB
4814,CC RB VB
4815,CC RB VBD
4816,CC RB VBG
4818,CC RB VBP
4819,CC RB VBZ
4820,CC TO
4821,CC TO VB
4822,CC UH
4823,CC VB
4824,CC VB DT
4825,CC VB IN
4826,CC VB JJ
4828,CC VB NN
4829,CC VB NNP
4830,CC VB NNS
4831,CC VB PRP
4832,CC VB RB
4833,CC VB RP
4834,CC VB TO
4835,CC VB VB
4836,CC VB VBD
4841,CC VBD
4842,CC VBD DT
4843,CC VBD IN
4845,CC VBD NN
4846,CC VBD NNP
4847,CC VBD NNS
4848,CC VBD PRP
4849,CC VBD RB
4850,CC VBD TO
4852,CC VBG
4853,CC VBG DT
4854,CC VBG IN
4855,CC VBG NN
4856,CC VBG NNS
4857,CC VBG PRP
4858,CC VBN
4859,CC VBN IN
4860,CC VBP
4861,CC VBP DT
4862,CC VBP IN
4863,CC VBP JJ
4864,CC VBP NN
4865,CC VBP NNS
4866,CC VBP PRP
4868,CC VBZ
4869,CC VBZ DT
4870,CC VBZ JJ
4871,CC VBZ PRP
4872,CC VBZ RB
4875,CC WRB
4876,CC WRB JJ
4878,CD
4879,CD CC
4880,CD CC DT
4881,CD DT
4882,CD IN
4883,CD IN DT
4885,CD IN PRP
4886,CD JJ
4887,CD JJ NN
4888,CD JJ NNS
4889,CD JJR
4890,CD JJR NN
4891,CD NN
4893,CD NN IN
4894,CD NN NN
4895,CD NN NNP
4897,CD NN PRP
4898,CD NN RB
4899,CD NN TO
4900,CD NN VBZ
4901,CD NN WDT
4902,CD NNP
4903,CD NNS
4904,CD NNS CC
4905,CD NNS IN
4906,CD NNS NNP
4907,CD NNS PRP
4908,CD NNS RB
4909,CD PRP
4911,CD PRP VBP
4912,CD RB
4913,CD TO
4914,CD TO VB
4915,CD VB
4916,CD VBD
4917,CD VBG
4918,CD VBZ
4919,DT
4920,DT CC
4922,DT CC PRP
4923,DT CD
4924,DT CD JJ
4925,DT CD NN
4926,DT CD NNS
4927,DT DT
4928,DT DT DT
4929,DT DT JJ
4930,DT DT NN
4931,DT DT NNS
4933,DT IN
4934,DT IN DT
4935,DT IN JJ
4936,DT IN NN
4937,DT IN NNP
4938,DT IN NNS
4939,DT IN PRP
4940,DT JJ
4941,DT JJ CC
4942,DT JJ CD
4943,DT JJ DT
4944,DT JJ IN
4945,DT JJ JJ
4946,DT JJ NN
4947,DT JJ NNP
4948,DT JJ NNS
4950,DT JJ RB
4951,DT JJ RP
4954,DT JJ VBD
4955,DT JJ VBG
4956,DT JJ VBN
4957,DT JJ VBP
4958,DT JJ VBZ
4959,DT JJ WRB
4960,DT JJR
4961,DT JJR IN
4962,DT JJR JJ
4963,DT JJR NN
4964,DT JJR NNS
4965,DT JJS
4966,DT JJS IN
4967,DT JJS JJ
4968,DT JJS NN
4969,DT JJS NNS
4970,DT MD
4971,DT MD VB
4972,DT NN
4973,DT NN CC
4975,DT NN DT
4976,DT NN IN
4977,DT NN JJ
4978,DT NN JJR
4979,DT NN MD
4980,DT NN NN
4981,DT NN NNP
4982,DT NN NNS
4983,DT NN PRP
4984,DT NN RB
4986,DT NN RP
4987,DT NN TO
4988,DT NN UH
4989,DT NN VB
4990,DT NN VBD
4991,DT NN VBG
4992,DT NN VBN
4993,DT NN VBP
4994,DT NN VBZ
4995,DT NN WDT
4996,DT NN WP
4997,DT NN WRB
4998,DT NNP
4999,DT NNP CC
5000,DT NNP DT
5001,DT NNP IN
5002,DT NNP JJ
5004,DT NNP NN
5005,DT NNP NNP
5006,DT NNP NNPS
5007,DT NNP NNS
5008,DT NNP PRP
5009,DT NNP RB
5010,DT NNP VB
5011,DT NNP VBD
5012,DT NNP VBP
5013,DT NNP VBZ
5014,DT NNPS
5016,DT NNS
5017,DT NNS CC
5018,DT NNS DT
5019,DT NNS IN
5020,DT NNS JJ
5021,DT NNS MD
5022,DT NNS NN
5023,DT NNS NNP
5024,DT NNS NNS
5025,DT NNS PRP
5026,DT NNS RB
5027,DT NNS RP
5028,DT NNS TO
5029,DT NNS VB
5030,DT NNS VBD
5031,DT NNS VBG
5033,DT NNS VBP
5034,DT NNS VBZ
5035,DT NNS WDT
5036,DT NNS WP
5038,DT PRP
5039,DT PRP JJ
5040,DT PRP MD
5041,DT PRP NN
5042,DT PRP NNS
5045,DT PRP VBP
5046,DT PRP VBZ
5047,DT RB
5049,DT RB IN
5050,DT RB JJ
5051,DT RB NN
5053,DT RB NNS
5057,DT RB VBG
5058,DT RB VBN
5060,DT RB VBZ
5061,DT RBR
5062,DT RBR JJ
5063,DT RBS
5064,DT RBS JJ
5065,DT RP
5066,DT TO
5068,DT TO VB
5069,DT VB
5072,DT VB VBG
5073,DT VBD
5074,DT VBD DT
5075,DT VBD IN
5076,DT VBD JJ
5077,DT VBD NN
5078,DT VBD NNS
5079,DT VBD PRP
5080,DT VBD RB
5081,DT VBD RP
5083,DT VBD WRB
5087,DT VBG JJ
5088,DT VBG NN
5089,DT VBG NNS
5090,DT VBN
5091,DT VBN IN
5092,DT VBN NN
5093,DT VBN RP
5094,DT VBP
5095,DT VBP DT
5096,DT VBP IN
5097,DT VBP JJ
5098,DT VBP NN
5099,DT VBP NNS
5100,DT VBP PRP
5101,DT VBP RB
5102,DT VBP TO
5103,DT VBZ
5104,DT VBZ DT
5105,DT VBZ IN
5106,DT VBZ JJ
5107,DT VBZ NN
5108,DT VBZ NNP
5110,DT VBZ PRP
5111,DT VBZ RB
5112,DT VBZ RP
5113,DT VBZ VBN
5114,DT VBZ WP
5115,DT VBZ WRB
5116,DT WDT
5117,DT WDT VBP
5118,DT WP
5119,DT WRB
5120,EX
5123,EX MD
5124,EX MD VB
5128,EX VBD
5129,EX VBD DT
5130,EX VBP
5132,EX VBZ
5133,EX VBZ DT
5134,EX VBZ NN
5136,FW
5137,FW DT
5138,FW DT NN
5139,FW FW
5140,FW FW NN
5141,FW JJ
5142,FW NN
5143,FW NN NN
5144,FW NNP
5147,FW RB
5148,IN
5149,IN CC
5150,IN CC IN
5151,IN CC PRP
5152,IN CC VB
5154,IN CD
5157,IN CD NN
5158,IN CD NNS
5159,IN DT
5160,IN DT CC
5162,IN DT DT
5163,IN DT IN
5164,IN DT JJ
5165,IN DT JJS
5166,IN DT MD
5167,IN DT NN
5168,IN DT NNP
5169,IN DT NNPS
5170,IN DT NNS
5171,IN DT PRP
5172,IN DT RB
5173,IN DT RBS
5175,IN DT VBD
5176,IN DT VBG
5178,IN DT VBP
5179,IN DT VBZ
5180,IN DT WRB
5181,IN EX
5183,IN EX VBD
5184,IN FW
5185,IN IN
5186,IN IN DT
5187,IN IN IN
5188,IN IN JJ
5189,IN IN NN
5190,IN IN NNP
5191,IN IN NNS
5192,IN IN PRP
5194,IN JJ
5195,IN JJ CC
5196,IN JJ DT
5197,IN JJ FW
5198,IN JJ IN
5199,IN JJ JJ
5200,IN JJ MD
5201,IN JJ NN
5202,IN JJ NNP
5203,IN JJ NNS
5204,IN JJ PRP
5205,IN JJ RB
5207,IN JJ VBD
5208,IN JJ VBG
5209,IN JJ VBN
5210,IN JJ VBP
5211,IN JJ WRB
5212,IN JJR
5215,IN JJS
5216,IN JJS JJ
5218,IN JJS PRP
5219,IN JJS VB
5221,IN MD VB
5222,IN NN
5223,IN NN CC
5224,IN NN CD
5225,IN NN DT
5226,IN NN IN
5227,IN NN JJ
5228,IN NN MD
5229,IN NN NN
5230,IN NN NNP
5231,IN NN NNS
5232,IN NN PRP
5233,IN NN RB
5234,IN NN TO
5235,IN NN VB
5236,IN NN VBD
5237,IN NN VBG
5238,IN NN VBN
5239,IN NN VBP
5240,IN NN VBZ
5242,IN NN WP
5243,IN NN WRB
5244,IN NNP
5245,IN NNP CC
5246,IN NNP DT
5247,IN NNP FW
5248,IN NNP IN
5249,IN NNP JJ
5250,IN NNP MD
5251,IN NNP NN
5252,IN NNP NNP
5253,IN NNP NNS
5254,IN NNP PRP
5255,IN NNP RB
5256,IN NNP TO
5258,IN NNP VBD
5259,IN NNP VBG
5261,IN NNP VBZ
5263,IN NNS
5264,IN NNS CC
5265,IN NNS DT
5266,IN NNS IN
5267,IN NNS JJ
5268,IN NNS MD
5269,IN NNS NN
5270,IN NNS NNP
5271,IN NNS NNS
5272,IN NNS PRP
5273,IN NNS RB
5274,IN NNS TO
5275,IN NNS VB
5276,IN NNS VBD
5277,IN NNS VBG
5279,IN NNS VBP
5280,IN NNS VBZ
5281,IN NNS WDT
5282,IN NNS WP
5283,IN PDT
5284,IN PDT DT
5285,IN PRP
5286,IN PRP CC
5288,IN PRP DT
5289,IN PRP IN
5290,IN PRP JJ
5291,IN PRP JJS
5292,IN PRP MD
5293,IN PRP NN
5294,IN PRP NNP
5295,IN PRP NNS
5296,IN PRP PRP
5297,IN PRP RB
5298,IN PRP TO
5299,IN PRP VB
5300,IN PRP VBD
5301,IN PRP VBG
5302,IN PRP VBN
5303,IN PRP VBP
5304,IN PRP VBZ
5305,IN PRP WRB
5306,IN RB
5308,IN RB DT
5310,IN RB JJ
5311,IN RB NN
5314,IN RB PRP
5315,IN RB RB
5316,IN RB VB
5317,IN RB VBG
5318,IN RB VBN
5319,IN RB VBZ
5321,IN TO
5322,IN TO DT
5324,IN TO VB
5325,IN VB
5326,IN VB DT
5328,IN VB PRP
5329,IN VBD
5330,IN VBD JJ
5331,IN VBD NN
5332,IN VBD PRP
5334,IN VBG
5335,IN VBG DT
5336,IN VBG IN
5337,IN VBG JJ
5338,IN VBG NN
5339,IN VBG NNP
5340,IN VBG NNS
5341,IN VBG PRP
5342,IN VBG RB
5343,IN VBG RP
5344,IN VBG TO
5345,IN VBG VBN
5346,IN VBN
5347,IN VBN IN
5348,IN VBN NN
5349,IN VBP
5350,IN VBP DT
5351,IN VBP IN
5352,IN VBP JJ
5353,IN VBP NN
5354,IN VBP PRP
5355,IN VBZ
5356,IN VBZ DT
5359,IN VBZ NN
5361,IN VBZ RB
5362,IN VBZ WRB
5363,IN WP
5366,IN WP PRP
5368,IN WRB
5370,IN WRB JJ
5373,IN WRB PRP
5374,JJ
5375,JJ CC
5376,JJ CC DT
5377,JJ CC IN
5378,JJ CC JJ
5379,JJ CC NN
5380,JJ CC NNP
5381,JJ CC NNS
5382,JJ CC PRP
5383,JJ CC RB
5384,JJ CC VB
5385,JJ CC VBD
5386,JJ CC VBG
5388,JJ CD
5389,JJ CD IN
5390,JJ CD NN
5391,JJ CD NNS
5392,JJ DT
5393,JJ DT JJ
5394,JJ DT NN
5395,JJ DT NNP
5396,JJ DT NNS
5398,JJ FW
5399,JJ FW NN
5400,JJ IN
5401,JJ IN DT
5402,JJ IN IN
5403,JJ IN JJ
5404,JJ IN NN
5405,JJ IN NNP
5406,JJ IN NNS
5407,JJ IN PRP
5409,JJ IN VBG
5410,JJ IN VBZ
5411,JJ IN WRB
5412,JJ JJ
5413,JJ JJ CC
5414,JJ JJ DT
5415,JJ JJ IN
5416,JJ JJ JJ
5417,JJ JJ NN
5418,JJ JJ NNP
5419,JJ JJ NNS
5420,JJ JJ PRP
5421,JJ JJ RB
5422,JJ JJ TO
5424,JJ JJ VBG
5425,JJ JJ VBN
5426,JJ JJR
5428,JJ JJS
5429,JJ JJS NN
5430,JJ MD
5431,JJ MD VB
5432,JJ NN
5433,JJ NN CC
5434,JJ NN DT
5435,JJ NN EX
5436,JJ NN IN
5437,JJ NN JJ
5439,JJ NN MD
5440,JJ NN NN
5441,JJ NN NNP
5442,JJ NN NNS
5443,JJ NN PDT
5444,JJ NN PRP
5445,JJ NN RB
5446,JJ NN RBR
5447,JJ NN RP
5448,JJ NN TO
5449,JJ NN UH
5450,JJ NN VB
5451,JJ NN VBD
5452,JJ NN VBG
5453,JJ NN VBN
5454,JJ NN VBP
5455,JJ NN VBZ
5456,JJ NN WDT
5457,JJ NN WP
5458,JJ NN WRB
5459,JJ NNP
5460,JJ NNP CC
5461,JJ NNP DT
5462,JJ NNP IN
5464,JJ NNP MD
5465,JJ NNP NN
5466,JJ NNP NNP
5467,JJ NNP NNS
5468,JJ NNP PRP
5470,JJ NNP TO
5471,JJ NNP VBD
5472,JJ NNP VBG
5473,JJ NNP VBP
5474,JJ NNP VBZ
5475,JJ NNPS
5476,JJ NNS
5477,JJ NNS CC
5478,JJ NNS DT
5479,JJ NNS IN
5480,JJ NNS JJ
5481,JJ NNS MD
5482,JJ NNS NN
5483,JJ NNS NNP
5484,JJ NNS NNS
5485,JJ NNS PRP
5486,JJ NNS RB
5487,JJ NNS RBR
5488,JJ NNS RP
5489,JJ NNS TO
5490,JJ NNS VB
5491,JJ NNS VBD
5492,JJ NNS VBG
5493,JJ NNS VBN
5494,JJ NNS VBP
5495,JJ NNS VBZ
5496,JJ NNS WDT
5497,JJ NNS WP
5498,JJ NNS WRB
5501,JJ PRP
5502,JJ PRP DT
5503,JJ PRP JJ
5504,JJ PRP MD
5505,JJ PRP NN
5506,JJ PRP NNS
5507,JJ PRP RB
5508,JJ PRP VB
5509,JJ PRP VBD
5510,JJ PRP VBG
5511,JJ PRP VBP
5512,JJ PRP VBZ
5513,JJ RB
5514,JJ RB CC
5515,JJ RB DT
5516,JJ RB IN
5517,JJ RB JJ
5518,JJ RB NN
5519,JJ RB NNP
5520,JJ RB PRP
5521,JJ RB RB
5522,JJ RB TO
5524,JJ RB VBD
5525,JJ RB VBG
5526,JJ RB VBN
5527,JJ RB VBP
5528,JJ RB VBZ
5529,JJ RP
5530,JJ RP NN
5531,JJ TO
5532,JJ TO DT
5533,JJ TO PRP
5534,JJ TO VB
5535,JJ UH
5536,JJ VB
5537,JJ VB DT
5538,JJ VB IN
5539,JJ VB JJ
5540,JJ VB NN
5542,JJ VB PRP
5543,JJ VB RB
5544,JJ VB RP
5548,JJ VB WRB
5549,JJ VBD
5550,JJ VBD DT
5552,JJ VBD JJ
5553,JJ VBD NN
5554,JJ VBD NNS
5555,JJ VBD PRP
5556,JJ VBD RB
5559,JJ VBG
5560,JJ VBG DT
5561,JJ VBG IN
5562,JJ VBG JJ
5563,JJ VBG NN
5564,JJ VBG NNS
5565,JJ VBG PRP
5569,JJ VBN
5570,JJ VBN IN
5572,JJ VBN NN
5573,JJ VBP
5574,JJ VBP DT
5575,JJ VBP IN
5576,JJ VBP JJ
5577,JJ VBP NN
5578,JJ VBP NNP
5579,JJ VBP NNS
5580,JJ VBP PRP
5581,JJ VBP RB
5583,JJ VBP TO
5585,JJ VBP VBG
5586,JJ VBP VBN
5587,JJ VBP VBP
5589,JJ VBZ
5590,JJ VBZ DT
5591,JJ VBZ IN
5592,JJ VBZ JJ
5593,JJ VBZ NN
5594,JJ VBZ PRP
5595,JJ WP
5596,JJ WRB
5597,JJ WRB DT
5598,JJ WRB JJ
5599,JJ WRB NN
5601,JJ WRB PRP
5602,JJR
5604,JJR DT
5605,JJR DT NN
5606,JJR IN
5607,JJR IN DT
5608,JJR IN JJ
5609,JJR IN NN
5610,JJR IN NNP
5611,JJR IN NNS
5612,JJR IN PRP
5614,JJR JJ
5615,JJR JJ NN
5616,JJR NN
5617,JJR NN IN
5620,JJR NN PRP
5621,JJR NN RB
5622,JJR NNP
5623,JJR NNS
5624,JJR NNS IN
5626,JJR PRP
5627,JJR RB
5628,JJR RB VB
5629,JJR TO
5630,JJR VB
5631,JJR VB PRP
5632,JJS
5633,JJS DT
5634,JJS IN
5636,JJS IN NN
5637,JJS IN PRP
5638,JJS JJ
5639,JJS JJ NN
5640,JJS NN
5641,JJS NN IN
5642,JJS NN NN
5643,JJS NN PRP
5644,JJS NN RB
5645,JJS NN TO
5647,JJS NNP
5648,JJS NNS
5650,JJS NNS VBP
5651,JJS PRP
5652,JJS PRP VBP
5653,JJS RB
5654,JJS VB
5655,MD
5656,MD CC
5657,MD DT
5658,MD DT VB
5659,MD IN
5660,MD NN
5661,MD NN VB
5662,MD NNP
5663,MD PRP
5664,MD PRP RB
5665,MD PRP VB
5666,MD RB
5667,MD RB DT
5669,MD RB RB
5670,MD RB VB
5674,MD VB
5675,MD VB CC
5676,MD VB CD
5677,MD VB DT
5678,MD VB IN
5679,MD VB JJ
5680,MD VB JJR
5681,MD VB NN
5682,MD VB NNP
5683,MD VB NNS
5684,MD VB PRP
5685,MD VB RB
5686,MD VB RP
5687,MD VB TO
5688,MD VB VB
5689,MD VB VBD
5690,MD VB VBG
5691,MD VB VBN
5693,MD VB WRB
5695,NN CC
5696,NN CC CD
5697,NN CC DT
5698,NN CC IN
5699,NN CC JJ
5701,NN CC NN
5702,NN CC NNP
5703,NN CC NNS
5704,NN CC PRP
5705,NN CC RB
5706,NN CC VB
5707,NN CC VBD
5708,NN CC VBG
5709,NN CC VBN
5711,NN CC VBZ
5712,NN CC WP
5713,NN CC WRB
5714,NN CD
5715,NN CD NN
5717,NN DT
5719,NN DT DT
5720,NN DT IN
5721,NN DT JJ
5723,NN DT NN
5724,NN DT NNP
5725,NN DT NNS
5726,NN DT PRP
5727,NN DT RB
5728,NN DT VBD
5730,NN DT VBP
5731,NN DT VBZ
5732,NN EX
5734,NN EX VBZ
5735,NN FW
5736,NN FW NN
5737,NN IN
5738,NN IN CC
5740,NN IN DT
5742,NN IN FW
5743,NN IN IN
5744,NN IN JJ
5746,NN IN NN
5747,NN IN NNP
5748,NN IN NNS
5750,NN IN PRP
5751,NN IN RB
5752,NN IN TO
5753,NN IN VB
5754,NN IN VBD
5755,NN IN VBG
5758,NN IN VBZ
5759,NN IN WP
5760,NN IN WRB
5761,NN JJ
5762,NN JJ CC
5764,NN JJ IN
5765,NN JJ JJ
5766,NN JJ NN
5767,NN JJ NNP
5768,NN JJ NNS
5769,NN JJ PRP
5770,NN JJ RB
5772,NN JJ VB
5773,NN JJ VBD
5774,NN JJ VBG
5775,NN JJ VBP
5776,NN JJ VBZ
5777,NN JJR
5778,NN JJR IN
5779,NN JJR NN
5780,NN JJS
5781,NN JJS NN
5782,NN MD
5784,NN MD PRP
5785,NN MD RB
5786,NN MD VB
5787,NN NN
5788,NN NN CC
5789,NN NN CD
5790,NN NN DT
5791,NN NN FW
5792,NN NN IN
5793,NN NN JJ
5794,NN NN JJS
5795,NN NN MD
5796,NN NN NN
5797,NN NN NNP
5798,NN NN NNS
5799,NN NN PRP
5800,NN NN RB
5801,NN NN RBR
5802,NN NN RP
5803,NN NN TO
5804,NN NN VB
5805,NN NN VBD
5806,NN NN VBG
